title,url,date,description,query
"MA  @Margaabella · Jan 16, 2023",https://x.com/Margaabella/status/1614960853513830400,2023-01-16T12:20:46.000Z,"Fue 
@Yosoycorra
  me había confundido

Pues se acaban lis #skate en@la plaza del MACBA. 

Fue un breve sueñode #basurama de hace unos años",MACBA plaza skate
"MA  @Margaabella · Jan 16, 2023",https://x.com/Margaabella/status/1614957684163330050,2023-01-16T12:08:11.000Z,"@Pedro_Torrijos
 

Perdona fuiste tu quin hizo un hilo de la Plaza del MACBA en BCN hace unos años con una experiencia para cambiar usos urbanos … skater? 

Pués al cabo de los años todo volvió al 100% skate y los vecinos han hecho pressing i leo … q se acaba",MACBA plaza skate
"El Periódico @elperiodico · Nov 9, 2022",https://x.com/elperiodico/status/1590314449998594048,2022-11-09T12:04:46.000Z,"Barcelona amplía el veto a los monopatines en la plaza del MACBA

 La práctica de 'skate' queda desterrada de 22 a 09 horas del amplio espacio público del Raval


http://
elperiodi.co/vhfvq1",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 30, 2021",https://x.com/DailySkateTube1/status/1465771246679855106,2021-11-30T19:54:32.000Z,"KING OF MACBA 4 – Tiago Lemos VS Adriel Parmisano – Battle 15 – Final #Macba Life: Macba Life – RULES King of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out.… 
https://
dailyskatetube.com/video/king-of-
macba-4-tiago-lemos-vs-adriel-parmisano-battle-15-final-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 28, 2021",https://x.com/DailySkateTube1/status/1464928321351806978,2021-11-28T12:05:03.000Z,"QUEEN OF MACBA – Monica Torres VS Marina Gabriela – Battle 7 – Final #Macba Life: Macba Life – RULES Queen of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out.… 
https://
dailyskatetube.com/video/queen-of
-macba-monica-torres-vs-marina-gabriela-battle-7-final-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 25, 2021",https://x.com/DailySkateTube1/status/1463942449345167361,2021-11-25T18:47:33.000Z,"KING OF MACBA 4 – Blake Johnson VS Adriel Parmisano – Battle 14 – Semifinal 2 #Macba Life: Macba Life – RULES King of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled… 
https://
dailyskatetube.com/video/king-of-
macba-4-blake-johnson-vs-adriel-parmisano-battle-14-semifinal-2-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 22, 2021",https://x.com/DailySkateTube1/status/1462838169427087362,2021-11-22T17:39:32.000Z,"QUEEN OF MACBA – Cata Díaz VS Marina Gabriela – Battle 7 #Macba Life: Macba Life – RULES Queen of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out. Spots must be… 
https://
dailyskatetube.com/video/queen-of
-macba-cata-diaz-vs-marina-gabriela-battle-7-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 18, 2021",https://x.com/DailySkateTube1/status/1461397810008395780,2021-11-18T18:16:04.000Z,"KING OF MACBA 4 – Gabriel Fortunato VS Tiago Lemos – Battle 13 – Semifinal 1 #Macba Life: Macba Life – RULES King of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled… 
https://
dailyskatetube.com/video/king-of-
macba-4-gabriel-fortunato-vs-tiago-lemos-battle-13-semifinal-1-macba-life/
…",MACBA plaza skate
"DailySkateTube.com @DailySkateTube1 · Nov 15, 2021",https://x.com/DailySkateTube1/status/1460315801890668546,2021-11-15T18:36:33.000Z,"QUEEN OF MACBA – Monica Torres VS Indy Makkinje – Battle 5 #Macba Life: Macba Life – RULES Queen of Macba is a game of skate where anything in the plaza count (ledge, stairs etc…) It’s one attempt each until the word MACBA is spelled out. Spots must be… 
https://
dailyskatetube.com/video/queen-of
-macba-monica-torres-vs-indy-makkinje-battle-5-macba-life/
…",MACBA plaza skate
"Walking the World @WalktheWorld111 · Jan 10, 2023",https://x.com/WalktheWorld111/status/1612586013007745026,2023-01-09T23:04:00.000Z,"You love to see it! I'm reminded of a visit to MACBA, which has a very popular skate scene. I couldn't understand my prof's disdain for the skaters utilizing an otherwise empty plaza.",MACBA plaza skate
Central Magazine @central_zine · Feb 10,https://x.com/central_zine/status/2021263318346805558,2026-02-10T16:41:43.000Z,"“Inertia” – The Rise and Legacy of Barcelona’s Iconic Sants Plaza. 
Un homenaje en formato documental a un skate spot icónico de la ciudad condal y mundial.",barcelona skate plaza
"Urban World Series @urbanworldserie · Aug 18, 2025",https://x.com/urbanworldserie/status/1957449194626572423,2025-08-18T14:27:10.000Z,"Welcome back, Barcelona!  Mascotte se une como Partner Oficial del Extreme Barcelona 2025

La marca holandesa estará en el corazón de la acción en la Street Plaza, durante las competiciones de Skate y BMX Street.

 18+

 5-7 de septiembre 
 Parc del Fòrum
Entrada gratuíta",barcelona skate plaza
"Boardiccion_es @Boardiccion_es · Jul 24, 2025",https://x.com/Boardiccion_es/status/1948330768293351449,2025-07-24T10:33:48.000Z,"26 y 27 de Julio en Badalona. Los planos skate plaza (Carrer de Trieste, 08917 Badalona, Barcelona) celebra su festival con un montón de actividades durante todo el fin de semana.

https://
eventos.inseguridad.org/los-planos-ska
te-fest-2025/
…
#skateboard #skateboarding",barcelona skate plaza
"Meritxell M. Pauné @la_txell · Apr 22, 2025",https://x.com/la_txell/status/1914596300802097489,2025-04-22T08:25:04.000Z,"I últim capítol de la sèrie: comerç, skaters i veïns. La reforma dels Àngels per donar més ús veïnal a la plaça a costa dels patinadors podria fer tancar una trentena de negocis, alerta l'Eix comercial, que llança una idea: una escola d'skate cívic.",barcelona skate plaza
"battleface @battlefacePlan · Jun 23, 2023",https://x.com/battlefacePlan/status/1672254925332443140,2023-06-23T14:46:57.000Z,"Want to visit Europe's most iconic skate spots?

 • MACBA Skatepark, Barcelona
 • Fælledparken Skatepark, Copenhagen
 • Hotel de Ville plaza, Lyon
 • Mellow Park, Berlin
 • Southbank Skatepark, London
 • And more 

#skateparks #skateboarding",barcelona skate plaza
"Vít Mach @fee_tech · May 24, 2023",https://x.com/fee_tech/status/1661279012516184065,2023-05-24T07:52:36.000Z,"Barcelona a její fotbal, urbanismus, skate plaza, město chodců, respekt před řízením dopravy :)",barcelona skate plaza
"Urban World Series @urbanworldserie · Sep 4, 2024",https://x.com/urbanworldserie/status/1831247863843607004,2024-09-04T08:28:08.000Z,"Extreme Barcelona 2024 parks

 Street Plaza
Central Park 

8 days for the best event of the year! 

 BMX 
@UCI_BMX_FS
 y Campeonato de España
 Scooter Pro Park & Street
 Skate Pro Men & Women
 Hot Wheels Superchargers Junior finals

13-15 Sept.  Entrada gratuita",barcelona skate plaza
"Urban World Series @urbanworldserie · Aug 26, 2024",https://x.com/urbanworldserie/status/1828087949764006350,2024-08-26T15:11:46.000Z,"¡Estamos muy contentos de presentar a Movistar España como Patrocinador Oficial del Extreme Barcelona 2024! 

 Organizará el Cash4Tricks en las modalidades BMX, Skate y Scooter en el corazón de Barcelona, en Plaza Universitat, la semana previa al evento.


@movistar_es",barcelona skate plaza
"Jhoan (Taylor's Version)  @iJarrie · Apr 30, 2023",https://x.com/iJarrie/status/1652535695464955906,2023-04-30T04:49:47.000Z,¡Aprendiendo a andar en skate en la Plaza Las Cuatro Caras de Barcelona! ¡Dénle un fuerte aplauso a Jhoan... The NEW SKATER !,barcelona skate plaza
"ale  @Col8_Sk8 · Apr 6, 2024",https://x.com/Col8_Sk8/status/1776686404279431414,2024-04-06T19:00:22.000Z,"Quisiera olvidarme d todo, salir a patinar y quedarme perdido en un callejón d barcelona, despertar en el macba patinando con los demás indigentes y sk8s q me regalen mota y trago, conocer extranjerxs q me enseñen palabras raras y q al final del día todos aprendan a decir serote",macba sk8
"Aldous @aldousrwo · Jan 6, 2024",https://x.com/aldousrwo/status/1743579578516251095,2024-01-06T10:25:40.000Z,"Macba museum, sk8 n weed",macba sk8
"Oyabun @KakarotoOyabun · Dec 9, 2023",https://x.com/KakarotoOyabun/status/1733279815917301888,2023-12-09T00:18:05.000Z,"Qdo o Skate era maloca, as piadas eram engraçadas, o prensado era servido, as garotas eram legais e o mundo era menos complicado.

 #sk8 #trasher #macba #skatelife #skateboard #skatelife #skate #zero #n64 #baker3 #2000s #adio #dcshoes #tonyhawk",macba sk8
"m @wu__mahdy · Jun 26, 2023",https://x.com/wu__mahdy/status/1673413485214986257,2023-06-26T19:30:40.000Z,"matue ta andando no macba, dar um pião de sk8 e lá é sonho dms",macba sk8
"S  @Sembei16 · Oct 29, 2022",https://x.com/Sembei16/status/1586278273218392064,2022-10-29T08:46:26.000Z,Espai public per fer botellons fumar porros i fer-lo malbé amb sk8 i altres merdes,macba sk8
